date,hour,source,weight,accepted,keep_objective,adjust_objective,keep_cash,expected_gain,relative_gain,initial_energy_kwh,expected_cash_gain,expected_cvar_gain,terminal_energy_change
2025-01-01,12,Q,1.0,False,17998.242309385118,17998.242309385118,25445.67930938512,0.0,0.0,6143.792100000002,0.0,3.5700509215530474e-13,0.0
2025-01-01,18,Q,1.0,False,8193.020419901668,8193.020419901668,15640.457419901668,0.0,0.0,10800.0,0.0,2.5046915652637875e-13,0.0
2025-01-02,12,A,0.0,True,37492.37455806306,35807.706104552504,44867.58155181889,1684.6684535105524,0.03754756541902931,6450.0,1612.4384472663878,1444.600124883327,0.0
2025-01-02,18,A,0.0,False,10514.767630330001,10514.767630330001,17962.20463033,0.0,0.0,10800.0,0.0,0.0,0.0
2025-01-03,12,A,0.0,True,36606.95027022424,35855.68946631779,44019.06766726792,751.2608039064507,0.017066713215852135,6450.0,715.941200950132,706.3920591263827,0.0
2025-01-03,18,A,0.0,False,10651.318132602502,10651.318132602502,18098.755132602502,0.0,0.0,10800.0,0.0,0.0,0.0
2025-01-04,12,A,0.0,True,29192.9939539525,28470.501334647328,36640.4309539525,722.4926193051724,0.019718453099341487,6450.0,722.4926193051724,-2.5073632059502413e-13,0.0
2025-01-04,18,A,0.0,False,7835.834281752781,7835.834281752781,15283.27128175278,0.0,0.0,10800.0,0.0,0.0,0.0
2025-01-05,12,A,0.0,True,25462.388356402662,24872.212104863735,32900.727299525024,590.1762515389273,0.017938091342663037,6450.0,600.1433862539125,167.49253795277843,-26.598549999998795
2025-01-05,18,A,0.0,False,6587.169297616792,6581.3159302319455,14015.541106024168,5.853367384846933,0.0004176340635418661,10800.0,4.6992662970369565,-343.7532104962926,26.598549999998795
2025-01-06,12,A,0.0,True,34740.45039465126,33861.6962610475,41082.17700882734,878.7541336037611,0.02139015499141983,6450.0,46.872556706817704,21952.897631770145,-385.4001974999992
2025-01-06,18,A,0.0,False,11354.595964702625,11346.91119959221,18528.204155775653,7.684765110414446,0.00041476038615533787,10800.0,0.0,153.69530220833278,0.0
2025-01-07,12,A,0.0,True,42549.79755732674,37115.69533659631,48869.3676615103,5434.102220730427,0.11119649139660029,6450.0,4435.74967121693,22376.27044205571,-174.6880844999996
2025-01-07,18,A,0.0,True,11174.600159971758,10908.124907446281,18492.522813668813,266.4752525254771,0.014409891782234872,10800.0,355.46685054787304,-4189.051412233936,174.6880844999996
2025-01-08,12,F,0.0,True,37363.56546925308,35400.5935255412,44593.89999278921,1962.9719437118838,0.04401884437174803,6450.0,1964.7608471217827,-35.77806819787838,0.0
2025-01-08,18,A,0.0,False,10999.396627818884,10987.505679598997,18250.313113357086,11.890948219886923,0.0006515476280340716,10796.691777834198,5.570950292094494,126.39995855581765,0.0
2025-01-09,12,A,0.0,True,42953.08224753165,42002.84440748012,49402.435968125516,950.2378400515299,0.01923463532576863,6450.0,776.4098424089316,3635.249197674524,-11.506266142858294
2025-01-09,18,A,0.0,False,13685.78235744814,13684.487226130204,20796.005352955526,1.295131317936466,6.227788923666545e-05,10800.0,11.079912542158127,40.72257350314794,-17.142250000000786
2025-01-10,12,A,0.0,True,20038.083115678965,19340.06241097954,27161.06705630937,698.0207046994256,0.025699310827969814,7050.0,696.2893933682026,34.62622662450667,0.0
2025-01-10,18,A,0.0,False,4694.349494610065,4689.186212326083,11985.71602455172,5.1632822839828805,0.00043078630207876907,10800.0,7.537661330126866,-2.5753983478616647,-3.2564999999995052
2025-01-11,12,A,0.0,True,17455.193850216703,16967.86746257849,24426.407344501935,487.3263876382116,0.01995080081835704,6450.0,450.1704882725753,743.117987312824,0.0
2025-01-11,18,A,0.0,True,4508.0672022638755,4488.225914098493,11749.27687802551,19.84128816538214,0.0016887241973581363,10800.0,31.584245513218775,-234.8591469567309,0.0
2025-01-12,12,A,0.0,True,42851.651341919365,41944.545189318436,50267.095875719235,907.1061526009289,0.018045724281419904,6450.0,907.0826711881382,0.46962825588218493,0.0
2025-01-12,18,A,0.0,False,13406.391800187108,13405.828431204774,20818.897675366446,0.5633689823334862,2.7060461659316456e-05,10800.0,-0.01491367779817665,11.56565320258062,0.0
2025-01-13,12,A,0.0,True,39396.64944659227,39206.082815879665,46502.94707695249,190.56663071260846,0.004097947392393458,6450.0,169.13808161774796,428.5709818971736,0.0
2025-01-13,18,A,0.0,False,13304.533042623762,13297.511911117317,20502.85225055064,7.0211315064443625,0.00034244657380564194,10800.0,-14.114462270044896,422.7118755298179,0.0
2025-01-14,12,F,0.0,True,40639.460619821766,40224.427039567876,47677.22071864151,415.03358025389025,0.008705070765410924,6450.0,414.6860099397818,6.951406282087191,0.0
2025-01-14,18,A,0.0,False,12453.424761762233,12453.423359151855,19689.764643659415,0.0014026103781361599,7.123550756041336e-08,10800.0,0.0010626431721902918,0.006799344168030075,0.0
2025-01-15,12,F,0.0,True,40543.389300058545,39588.98884685085,46959.55085924025,954.4004532076942,0.020323883762612616,6450.0,716.5619967195016,5141.530411833039,-27.89833499999986
2025-01-15,18,A,0.0,True,12470.26683536395,12381.647942935773,19693.28053155439,88.61889242817597,0.004499955824332194,10799.999496125738,88.05341618991952,-183.18422308164554,14.10238500000014
2025-01-16,12,F,0.0,True,37626.86087307447,37421.23299095254,44273.84934668343,205.6278821219239,0.004644454574341807,6450.0,183.48538718486088,442.8498987413477,0.0
2025-01-16,18,A,0.0,False,12510.905876815488,12497.29901064103,19515.98052837032,13.606866174457537,0.0006972166299652368,10800.0,18.77488680609531,-103.36041263275547,0.0
2025-01-17,12,F,0.0,True,17264.20472444629,16975.051531652865,23654.50067431832,289.15319279342293,0.0122240243738206,6554.121596386898,231.7981609042181,2009.4825631287167,-62.529731998545685
2025-01-17,18,A,0.0,True,4306.624353899874,4256.485818394734,11434.183346458585,50.13853550513977,0.004384968649349913,10741.770994881186,0.7921833430646075,169.2246253193298,59.29010284719152
2025-01-18,12,F,0.0,True,17218.331132081017,16741.16480287919,24497.901793753823,477.16632920182747,0.01947784480561064,6716.0953278219495,552.4334458543963,-1505.3423330514083,0.0
2025-01-18,18,A,0.0,True,5754.031552074375,5721.902890568468,12943.216451140972,32.128661505907075,0.0024822780046357693,10800.0,20.32640438889939,236.04514234015733,0.0
2025-01-19,12,F,0.01,True,41681.21272309887,41331.73969434751,48658.005493038465,349.4730287513594,0.007182230862326626,6450.0,173.3158872128697,3523.142830769748,0.0
2025-01-19,18,A,0.0,False,13149.975598896346,13149.60815688818,20569.901394589393,0.3674420081661083,1.7863090401724455e-05,10800.0,0.4848019844175724,-2.3471995250251894,0.0
2025-01-20,12,F,0.01,True,39238.26215319318,38965.03243437573,45408.06891020264,273.2297188174489,0.006017206311014418,6450.0,48.33388317494973,4803.8345069258685,-22.18153826624075
2025-01-20,18,A,0.0,True,12644.36430025327,12576.597643778457,19747.115368968858,67.76665647481241,0.003431724340928434,10800.0,118.27425740328908,-1316.069812645269,22.18153826624075
2025-01-21,12,F,0.01,True,37663.489214974994,36558.28122340563,44782.89649934066,1105.2079915693612,0.024679243147785968,6450.0,1058.1779519551565,940.6007922841045,0.0
2025-01-21,18,A,0.0,True,12453.519887779536,12433.291081034264,19641.903047672524,20.228806745271868,0.001029880185039855,10800.0,23.892076866286516,99.10792333877998,-12.498473758136242
2025-01-22,12,F,0.01,True,38677.143731619486,38428.00864489697,45182.93358800558,249.1350867225192,0.005513920122899135,6450.0,224.76975579942518,688.6599783686579,-14.599762891535647
2025-01-22,18,A,0.0,False,12313.011657286555,12307.258731433309,19357.763099874675,5.752925853246779,0.00029718959900299765,10799.990567305003,-0.7240861222962849,-71.81312039586828,14.599762891535647
2025-01-23,12,F,0.01,True,42200.27215757402,40324.198200600804,47912.775358110084,1876.0739569732177,0.0391560276554854,6450.0,928.3159658552831,19693.082485499664,-53.50541912555491
2025-01-23,18,A,0.0,True,12648.26667895234,12171.048128736795,19735.80400357554,477.2185502155444,0.024180345028207952,10800.0,709.6084825770013,-4808.359048847335,11.641940290846833
