date,hour,source,weight,accepted,keep_objective,adjust_objective,keep_cash,expected_gain,relative_gain,initial_energy_kwh,expected_cash_gain,expected_cvar_gain,terminal_energy_change
2025-01-01,6,Q,1.0,False,18810.22693219962,18810.22693219962,26257.663932199623,0.0,0.0,10057.495685185186,0.0,3.5700509215530474e-13,0.0
2025-01-01,12,Q,1.0,False,17998.242309385118,17998.242309385118,25445.67930938512,0.0,0.0,6143.792100000002,0.0,3.5700509215530474e-13,0.0
2025-01-02,6,F,0.0,True,59680.275840838985,56289.56569167021,67040.9589206353,3390.710149168779,0.05057669525853267,10800.0,3303.956228965093,1735.07840407361,0.0
2025-01-02,12,A,0.0,True,39309.40559738228,35726.31991605513,46574.292876655265,3583.085681327153,0.07693269097646625,6622.286563703705,3400.5359606001366,3650.9944145402665,0.0
2025-01-03,6,A,0.01,True,59073.50949292785,55598.18723731292,66309.55696041083,3475.3222556149267,0.05241057872984761,10800.0,3263.9327230979106,4227.79065034027,0.0
2025-01-03,12,A,0.0,True,36701.43726688585,35638.801369349276,44113.16210791196,1062.6358975365729,0.024088862524456908,6951.650082283952,1026.9237385626839,714.2431794777776,0.0
2025-01-04,6,A,0.02,True,46201.93855311691,43849.30977644388,53386.72161278017,2352.628776673031,0.044067676485866826,10800.0,2089.974836336296,5253.078806734722,0.0
2025-01-04,12,A,0.0,True,28911.75090233444,28475.29160880566,36305.64601185277,436.4592935287801,0.012021802156785433,6438.555225,382.9174030471113,1070.837809633332,0.0
2025-01-05,6,A,0.03,True,38841.67495898394,37600.2470017791,46130.874603852615,1241.42795720484,0.026910999799278947,10800.0,1087.0581116362955,3087.3969113708376,0.0
2025-01-05,12,A,0.0,True,25366.86329082068,24822.258962859756,32810.4327812579,544.6043279609221,0.01659851095508905,6572.277727685183,559.8020099907699,62.8815916555544,-26.598549999998795
2025-01-06,6,A,0.03,True,48558.28064973374,47892.42098085391,54759.09289283929,665.859668879828,0.012159800933570629,10800.0,646.3691546792688,389.81028401112053,0.0
2025-01-06,12,A,0.0,True,35667.42134096576,33875.982542936996,41855.03633713305,1791.4387980287647,0.04280103315641926,6438.27561375,805.4456031230366,25035.12999194582,-385.4001974999992
2025-01-07,6,A,0.04,True,55314.29712560518,52306.17787561146,61549.621900472746,3008.119249993724,0.048873074392852114,10800.0,2467.5351568545375,10811.681862783735,0.0
2025-01-07,12,A,0.0,True,37894.04898642871,36755.33015506365,44843.332712570904,1138.718831365055,0.025393269466919853,6734.70261466049,770.0799038101904,9781.998002883101,-174.6880844999996
2025-01-08,6,A,0.04,True,54216.96109329273,51354.02227382806,61535.34283128285,2862.9388194646745,0.046525113662147934,10800.0,2958.2675446216745,-1906.5745031400475,0.0
2025-01-08,12,F,0.0,True,35557.700263176135,35400.5935255412,42694.54948696155,157.10673763493833,0.0036797844109566495,6450.0,65.41034129412583,1833.9279268162227,0.0
2025-01-09,6,A,0.04,True,59105.399778895204,57417.842084900905,66203.1066629676,1687.5576939942985,0.025490611831638966,10800.0,1548.268452583543,2785.78482821513,0.0
