date,hour,source,weight,accepted,keep_objective,adjust_objective,keep_cash,expected_gain,relative_gain,initial_energy_kwh
2025-01-01,6,Q,1.0,False,18810.22693219962,18810.22693219963,26257.663932199623,-7.275957614183426e-12,-2.770984362116449e-16,10057.495685185186
2025-01-01,12,Q,1.0,False,17998.242309385118,17998.242309385118,25445.67930938512,0.0,0.0,6143.792100000002
2025-01-01,18,Q,1.0,False,8193.020419901668,8193.020419901668,15640.457419901668,0.0,0.0,10800.0
2025-01-02,6,F,0.0,True,59680.275840838985,58028.71681844473,67040.9589206353,1651.5590223942563,0.024635074572089754,10800.0
2025-01-02,12,A,0.0,True,39102.39040784506,36765.10911455508,46409.03823265332,2337.281293289976,0.05036263155407234,5728.808533703705
2025-01-02,18,A,0.0,False,10514.767630330001,10514.767630330001,17962.20463033,0.0,0.0,10800.0
2025-01-03,6,A,0.01,True,59073.50949292785,56593.69393234967,66309.55696041083,2479.8155605781794,0.03739755887765496,10800.0
2025-01-03,12,A,0.0,True,36786.03641821245,36218.73955598806,44223.36815421161,567.2968622243861,0.012827988592957492,6580.584450000002
2025-01-03,18,A,0.0,False,10651.318132602502,10651.318132602502,18098.755132602502,0.0,0.0,10800.0
2025-01-04,6,A,0.02,True,46201.93855311691,44658.90741235916,53386.72161278017,1543.0311407577465,0.028902901211082466,10800.0
2025-01-04,12,A,0.0,True,29404.220016819396,29192.9939539525,36826.30988927537,211.22606286689552,0.005735737941216021,5471.685956913576
2025-01-04,18,A,0.0,False,7835.834281752781,7835.834281752781,15283.27128175278,0.0,0.0,10800.0
2025-01-05,6,A,0.03,True,38841.67495898394,37854.761865315806,46130.874603852615,986.9130936681322,0.021393765068258866,10800.0
2025-01-05,12,A,0.0,True,25489.700454053178,25417.64313196487,32933.2699444904,72.05732208830887,0.002187979578394819,6515.156454320988
2025-01-05,18,A,0.0,False,6587.169297616792,6581.3159302319455,14015.541106024168,5.853367384846933,0.0004176340635418661,10800.0
2025-01-06,6,A,0.03,True,48558.28064973374,48450.92567071851,54759.09289283929,107.35497901522467,0.001960495934900032,10800.0
2025-01-06,12,A,0.0,True,35718.48792336406,34838.41480113022,41951.457219766315,880.0731222338436,0.020978368346622738,5742.690004629632
2025-01-06,18,A,0.0,False,11346.91119959221,11346.91119959221,18528.204155775653,0.0,0.0,10800.0
2025-01-07,6,A,0.04,True,55314.29712560518,52307.48105444591,61549.621900472746,3006.816071159272,0.04885190157660704,10800.0
2025-01-07,12,A,0.0,True,37894.04898642871,36755.33015506365,44843.332712570904,1138.718831365055,0.025393269466919853,6734.70261466049
2025-01-07,18,A,0.0,True,11174.600159971758,10908.124907446281,18492.522813668813,266.4752525254771,0.014409891782234872,10800.0
2025-01-08,6,A,0.04,False,54216.96109329273,54178.99797531125,61535.34283128285,37.963117981482355,0.0006169319326873559,10800.0
2025-01-08,12,F,0.0,False,37363.56546925308,37334.74650979031,44593.89999278921,28.81895946276927,0.0006462533993983319,6450.0
2025-01-08,18,A,0.0,True,11009.157154368548,10984.077426862465,18239.38929477529,25.079727506083145,0.001375031098945143,10800.0
2025-01-09,6,A,0.04,True,59105.399778895204,57816.59504331699,66203.1066629676,1288.804735578211,0.019467435903565183,10800.0
2025-01-09,12,A,0.0,True,41810.277287473575,41564.481064329186,48366.52678898347,245.79622314438893,0.005081949014382699,6873.845195210775
2025-01-09,18,A,0.0,False,13685.78235744814,13684.487226130204,20796.005352955526,1.295131317936466,6.227788923666545e-05,10800.0
2025-01-10,6,A,0.04,True,28618.531974929778,28299.465469301103,35646.91778470268,319.06650562867435,0.00895074596787711,10039.373015873016
2025-01-10,12,A,0.0,True,20731.27294938,20470.378249529465,27732.41946353414,260.8946998505344,0.009407570810530596,5426.123461676416
2025-01-10,18,A,0.0,False,4694.349494610065,4689.186212326083,11985.71602455172,5.1632822839828805,0.00043078630207876907,10800.0
2025-01-11,6,A,0.05,True,27171.764980998552,26114.8364125188,33223.11212071392,1056.9285684797505,0.03181305124695941,10027.313756613756
2025-01-11,12,A,0.0,True,17344.925058787398,16541.856812188526,24249.031290630286,803.0682465988721,0.03311753929358712,6963.429483253879
2025-01-11,18,A,0.0,True,4508.0672022638755,4488.225914098493,11749.27687802551,19.84128816538214,0.0016887241973581363,10800.0
2025-01-12,6,A,0.07,True,64953.45782605734,63950.30092865263,71919.92126353111,1003.1568974047113,0.013948247992776773,10800.0
2025-01-12,12,A,0.0,False,42851.34608355304,42851.34608355304,50266.8140987657,0.0,0.0,5679.796490911898
2025-01-12,18,A,0.0,False,13406.391800187108,13405.828431204774,20818.897675366446,0.5633689823334862,2.7060461659316456e-05,10800.0
2025-01-13,6,F,0.1,True,60093.263042471015,59612.45037712897,66773.84516054291,480.8126653420477,0.007200613716134516,10800.0
2025-01-13,12,A,0.0,True,39620.36798341223,39189.57544454421,46741.48363181891,430.79253886802326,0.009216492618449203,6849.700521210725
2025-01-13,18,A,0.0,False,13304.533042623762,13297.511911117317,20502.85225055064,7.0211315064443625,0.00034244657380564194,10800.0
2025-01-14,6,F,0.11,True,60281.50428163533,59991.28590478081,67361.70002547343,290.2183768545219,0.004308358855919213,10800.0
2025-01-14,12,F,0.0,False,40649.935470717784,40610.93581555386,47693.23834720235,38.999655163926946,0.0008177187483058516,6595.735396980637
2025-01-14,18,A,0.0,False,12457.427884793726,12453.423594109508,19698.018157482406,4.004290684217267,0.0002032839371049221,10799.999773268722
2025-01-15,6,F,0.13,True,66669.43300745539,62858.266094805156,72228.3979978848,3811.166912650231,0.05276549138971407,10800.0
2025-01-15,12,F,0.0,True,39734.33668202807,38985.621319323225,46625.08383431967,748.7153627048465,0.01605820946864945,6928.647404790761
2025-01-15,18,A,0.0,True,12470.26683536395,12381.82083036372,19693.28053155439,88.44600500022898,0.004491176818332153,10799.999496125738
2025-01-16,6,F,0.14,True,55998.62049895708,55694.63830391207,62307.69855162227,303.9821950450132,0.004878726098239085,10800.0
2025-01-16,12,F,0.0,True,37716.38073497135,37397.137088137475,44361.10385625592,319.2436468338783,0.00719647662214018,6510.990523965732
2025-01-16,18,A,0.0,False,12510.905876815488,12497.29901064103,19515.98052837032,13.606866174457537,0.0006972166299652368,10800.0
2025-01-17,6,F,0.14,True,27935.90258877953,26726.40362317444,33353.71142847185,1209.4989656050893,0.0362627999645227,10042.22908457774
2025-01-17,12,F,0.0,True,17785.769044757693,16982.618284618577,24479.62104448926,803.1507601391168,0.03280895397357135,6547.3359247226645
2025-01-17,18,A,0.0,True,4305.989788691541,4256.485818394734,11433.929520375252,49.50397029680698,0.0043295675566821495,10741.770994881186
2025-01-18,6,F,0.14,True,26565.835399871212,26454.61304493706,33170.315175571945,111.22235493415064,0.0033530689818726716,10070.417082321459
2025-01-18,12,F,0.0,False,17218.692069902383,17204.84343829973,24498.142418968066,13.848631602653768,0.0005652931298142528,6714.53812058019
2025-01-18,18,A,0.0,False,5725.609108208451,5721.902890568468,12915.478147060408,3.7062176399831515,0.00028695938298085345,10800.0
2025-01-19,6,F,0.18,True,58224.3301544387,57965.98103089336,65507.211279915995,258.34912354534026,0.00394382722905727,10800.0
2025-01-19,12,F,0.01,True,41670.17875957646,41331.73969434751,48653.72108053643,338.4390652289512,0.006956077720524882,6450.0
2025-01-19,18,A,0.0,False,13149.975598896346,13149.608156888176,20569.901394589393,0.36744200816974626,1.7863090401901315e-05,10800.0
2025-01-20,6,F,0.18,True,55996.56083045434,55909.21639379811,61641.77833850508,87.34443665623257,0.0014169681506685555,10800.0
2025-01-20,12,F,0.01,True,39084.472823661185,38940.95221961929,45306.93135176448,143.5206040418925,0.003167740558891396,6469.024313263522
2025-01-20,18,A,0.0,True,12644.36430025327,12576.597643778457,19747.115368968858,67.76665647481241,0.003431724340928434,10800.0
2025-01-21,6,F,0.21,True,55508.5704650023,55373.472062225745,62000.653659419404,135.09840277655894,0.002178983523604097,10800.0
2025-01-21,12,F,0.01,False,37640.430444002224,37596.58569994662,44773.894899333725,43.84474405560468,0.00097924793351532,5649.986061287717
2025-01-21,18,A,0.0,True,12513.087394223736,12435.569495555474,19686.815368674823,77.5178986682622,0.003937554003356316,10798.822973765431
2025-01-22,6,F,0.22,True,56001.3260228045,55864.317351678525,62101.228168643975,137.0086711259719,0.0022062151613798523,10800.0
2025-01-22,12,F,0.01,True,38409.42187054079,38180.58448826447,44952.46135906133,228.8373822763242,0.005090653000031913,6677.75219066259
2025-01-22,18,A,0.0,False,12312.281904555999,12307.258731433309,19357.17929769023,5.023173122690423,0.00025949922999834004,10799.990567305003
2025-01-23,6,F,0.23,True,56586.109535396,55129.152037187116,60964.478598638685,1456.9574982088816,0.023898465659007783,10800.0
2025-01-23,12,F,0.01,True,42032.42978478306,40324.198200600804,47757.13470316779,1708.2315841822565,0.03576913888992062,6450.0
2025-01-23,18,A,0.0,True,12648.26667895234,12171.048128736795,19735.80400357554,477.2185502155444,0.024180345028207952,10800.0
2025-01-24,6,F,0.22,True,15138.705844192153,15055.305697959424,21668.69733208543,83.40014623272873,0.0038488767900798477,10153.966359102524
