date,hour,source,weight,accepted,keep_objective,adjust_objective,keep_cash,expected_gain,relative_gain,initial_energy_kwh,expected_cash_gain,expected_cvar_gain,terminal_energy_change
2025-01-01,12,Q,1.0,False,17998.242309385118,17998.242309385118,25445.67930938512,0.0,0.0,6143.792100000002,0.0,3.5700509215530474e-13,0.0
2025-01-02,12,A,0.0,True,37492.37455806306,35807.706104552504,44867.58155181889,1684.6684535105524,0.03754756541902931,6450.0,1612.4384472663878,1444.600124883327,0.0
2025-01-03,12,A,0.0,True,36606.95027022424,35855.68946631779,44019.06766726792,751.2608039064507,0.017066713215852135,6450.0,715.941200950132,706.3920591263827,0.0
2025-01-04,12,A,0.0,True,29192.9939539525,28470.501334647328,36640.4309539525,722.4926193051724,0.019718453099341487,6450.0,722.4926193051724,-2.5073632059502413e-13,0.0
2025-01-05,12,A,0.0,True,25462.388356402662,24872.212104863735,32900.727299525024,590.1762515389273,0.017938091342663037,6450.0,600.1433862539125,167.49253795277843,-26.598549999998795
2025-01-06,12,A,0.0,True,34740.45039465126,33861.6962610475,41082.17700882734,878.7541336037611,0.02139015499141983,6450.0,46.872556706817704,21952.897631770145,-385.4001974999992
2025-01-07,12,A,0.0,True,42549.79755732674,37115.69533659631,48869.3676615103,5434.102220730427,0.11119649139660029,6450.0,4435.74967121693,22376.27044205571,-174.6880844999996
2025-01-08,12,F,0.0,True,37363.56546925308,35400.5935255412,44593.89999278921,1962.9719437118838,0.04401884437174803,6450.0,1964.7608471217827,-35.77806819787838,0.0
2025-01-09,12,A,0.0,True,42953.08224753165,42002.84440748012,49402.435968125516,950.2378400515299,0.01923463532576863,6450.0,776.4098424089316,3635.249197674524,-11.506266142858294
2025-01-10,12,A,0.0,True,20038.083115678965,19340.06241097954,27161.06705630937,698.0207046994256,0.025699310827969814,7050.0,696.2893933682026,34.62622662450667,0.0
2025-01-11,12,A,0.0,True,17455.193850216703,16967.86746257849,24426.407344501935,487.3263876382116,0.01995080081835704,6450.0,450.1704882725753,743.117987312824,0.0
2025-01-12,12,A,0.0,True,42851.651341919365,41944.545189318436,50267.095875719235,907.1061526009289,0.018045724281419904,6450.0,907.0826711881382,0.46962825588218493,0.0
2025-01-13,12,A,0.0,True,39396.64944659227,39206.082815879665,46502.94707695249,190.56663071260846,0.004097947392393458,6450.0,169.13808161774796,428.5709818971736,0.0
2025-01-14,12,F,0.0,True,40639.460619821766,40224.427039567876,47677.22071864151,415.03358025389025,0.008705070765410924,6450.0,414.6860099397818,6.951406282087191,0.0
2025-01-15,12,F,0.0,True,40543.389300058545,39588.98884685085,46959.55085924025,954.4004532076942,0.020323883762612616,6450.0,716.5619967195016,5141.530411833039,-27.89833499999986
2025-01-16,12,F,0.0,True,37626.86087307447,37421.23299095254,44273.84934668343,205.6278821219239,0.004644454574341807,6450.0,183.48538718486088,442.8498987413477,0.0
2025-01-17,12,F,0.0,True,17264.20472444629,16975.051531652865,23654.50067431832,289.15319279342293,0.0122240243738206,6554.121596386898,231.7981609042181,2009.4825631287167,-62.529731998545685
2025-01-18,12,F,0.0,True,17218.331132081017,16741.16480287919,24497.901793753823,477.16632920182747,0.01947784480561064,6716.0953278219495,552.4334458543963,-1505.3423330514083,0.0
2025-01-19,12,F,0.01,True,41681.21272309887,41331.73969434751,48658.005493038465,349.4730287513594,0.007182230862326626,6450.0,173.3158872128697,3523.142830769748,0.0
2025-01-20,12,F,0.01,True,39238.26215319318,38965.03243437573,45408.06891020264,273.2297188174489,0.006017206311014418,6450.0,48.33388317494973,4803.8345069258685,-22.18153826624075
2025-01-21,12,F,0.01,True,37663.489214974994,36558.28122340563,44782.89649934066,1105.2079915693612,0.024679243147785968,6450.0,1058.1779519551565,940.6007922841045,0.0
2025-01-22,12,F,0.01,True,38677.143731619486,38428.00864489697,45182.93358800558,249.1350867225192,0.005513920122899135,6450.0,224.76975579942518,688.6599783686579,-14.599762891535647
2025-01-23,12,F,0.01,True,42200.27215757402,40324.198200600804,47912.775358110084,1876.0739569732177,0.0391560276554854,6450.0,928.3159658552831,19693.082485499664,-53.50541912555491
2025-01-24,12,F,0.01,True,15718.063826720541,15533.666445266874,21667.360848255463,184.39738145366755,0.008510375709578594,6432.575540643375,65.48790300771725,2759.4219726109004,-27.642462499999965
2025-01-25,12,F,0.01,True,13958.251828590366,13848.136134857748,20012.98469248125,110.11569373261773,0.0055022124597930416,5998.009104288323,87.88042179760305,462.24579349028136,-1.2718189608840476
2025-01-26,12,F,0.01,True,39279.08166785559,39230.505924619705,46625.61518605434,48.575743235887785,0.0010418252508208562,6450.0,37.442976414458826,222.65533642854598,0.0
2025-01-27,12,F,0.01,True,36296.96981561486,35996.43521640258,42965.45895162688,300.53459921228205,0.006994795506563589,6450.0,288.84291968149046,233.83359061577357,0.0
2025-01-28,12,F,0.01,False,35246.28024412507,35217.08300672856,42093.654300689595,29.1972373965109,0.0006936256279377621,6450.0,26.811405175423715,47.71664442185829,0.0
2025-01-29,12,F,0.01,True,35600.142479449,34354.03314003031,42561.68056306807,1246.10933941869,0.02927772876759883,6450.0,1374.039506570647,-2558.6033430391835,0.0
2025-01-30,12,F,0.16,True,31318.46187013924,31068.19799859867,38142.77707758795,250.2638715405701,0.006561238869196573,6450.0,243.389720042338,137.48302996452912,0.0
2025-01-31,12,F,0.14,True,13118.810708559353,13009.213942078544,19612.3209011902,109.59676648080858,0.005588158945235164,6907.14616662417,83.42863116327135,523.3627063507483,0.0
2025-02-01,12,F,0.14,True,13971.164709594976,13784.360862184509,20441.818747102163,186.80384741046691,0.009138318352272265,7247.885411645353,187.6924659927281,12.203215993344202,-2.173474891402293
2025-02-02,12,F,0.14,False,33730.37473143285,33706.13788866614,40250.45987836246,24.236842766709742,0.0006021507043634749,6450.0,42.61983107864944,-367.65976623874303,0.0
